id,BDD,type,img,DiameterByCircle,compactIndex,regularityIndex,regularityIndexPercentage,colorThreshold,nbColors,kurtosis,AssymetryByDistanceByCircle,roundness
633,ISIC,Melanoma,ISIC_0033678.jpg,450,1.6628,0.0152,0.6033,2,3228.917,158383612.9151,90.1397,0.8708
634,ISIC,Melanoma,ISIC_0033679.jpg,302,1.5782,0.0214,0.6361,2,2703.2023,1393989641.3379,85.7613,0.9313
635,ISIC,Melanoma,ISIC_0033700.jpg,540,2.276,0.0156,0.4423,2,3257.9588,78227484.8685,86.4307,0.7982
636,ISIC,Melanoma,ISIC_0033710.jpg,432,1.9292,0.0172,0.5214,2,3392.7495,204552723.5363,91.6595,0.8711
637,ISIC,Melanoma,ISIC_0033713.jpg,600,2.3113,0.0153,0.4338,3,3429.0329,81440187.5083,88.3919,0.905
638,ISIC,Melanoma,ISIC_0033725.jpg,358,1.5876,0.0196,0.6362,2,3581.9647,585975000.6592,98.7534,0.9069
639,ISIC,Melanoma,ISIC_0033728.jpg,420,1.8,0.0171,0.5582,2,2974.5306,455984791.9123,97.5762,0.9047
640,ISIC,Melanoma,ISIC_0033773.jpg,352,1.819,0.0221,0.5524,2,3053.2315,1096101823.4043,83.5435,0.7801
641,ISIC,Melanoma,ISIC_0033801.jpg,402,1.2925,0.0126,0.7771,3,3508.8748,133463631.5494,92.7894,0.9685
642,ISIC,Melanoma,ISIC_0033802.jpg,388,1.4479,0.0149,0.6954,3,3208.7121,265147852.6958,94.924,0.9046
643,ISIC,Melanoma,ISIC_0033807.jpg,338,1.2615,0.0144,0.7969,2,2836.9001,343111829.2835,95.7554,0.9499
644,ISIC,Melanoma,ISIC_0033812.jpg,394,1.4842,0.0167,0.6803,2,3142.5386,388568582.2663,90.6677,0.9133
645,ISIC,Melanoma,ISIC_0033819.jpg,356,1.5978,0.0177,0.6277,3,3294.7435,202951179.1067,90.2019,0.9011
646,ISIC,Melanoma,ISIC_0033831.jpg,424,1.7419,0.0169,0.5743,4,3260.821,97954871.33,85.2224,0.8709
647,ISIC,Melanoma,ISIC_0033834.jpg,504,1.7311,0.0138,0.5804,2,3255.0382,176241561.5056,90.1913,0.8696
648,ISIC,Melanoma,ISIC_0033843.jpg,580,1.5545,0.0117,0.6449,2,3291.6621,60823351.1955,97.798,0.9244
649,ISIC,Melanoma,ISIC_0033848.jpg,480,1.2536,0.0111,0.7982,2,3965.28,59049234.4972,96.231,0.934
650,ISIC,Melanoma,ISIC_0033893.jpg,436,1.574,0.014,0.6364,1,3279.5739,353439330.2596,88.6873,0.8903
651,ISIC,Melanoma,ISIC_0033905.jpg,422,2.4103,0.0186,0.4176,3,3165.9399,268528131.902,92.5352,0.8162
652,ISIC,Melanoma,ISIC_0033925.jpg,420,1.3015,0.012,0.7714,3,2082.2207,105685319.6359,96.6789,0.951
653,ISIC,Melanoma,ISIC_0033931.jpg,558,3.8439,0.0264,0.2618,1,3259.7416,707535832.4353,77.9561,0.4044
654,ISIC,Melanoma,ISIC_0033942.jpg,422,2.4799,0.0212,0.406,2,3187.2362,670442546.4922,87.1438,0.8137
655,ISIC,Melanoma,ISIC_0033953.jpg,434,1.4538,0.0153,0.691,3,3488.4022,120801793.7044,97.2087,0.9354
656,ISIC,Melanoma,ISIC_0033956.jpg,318,1.6307,0.0191,0.6162,2,3333.7524,574687033.0539,93.7215,0.8386
657,ISIC,Melanoma,ISIC_0033957.jpg,332,1.3969,0.0165,0.7211,2,3598.352,334315495.9968,93.5135,0.8959
658,ISIC,Melanoma,ISIC_0033968.jpg,398,1.7817,0.0209,0.5634,3,3531.6402,173620520.2931,93.0077,0.8326
659,ISIC,Melanoma,ISIC_0033975.jpg,300,1.6487,0.022,0.6071,2,2778.9343,733527524.0689,92.8141,0.9049
660,ISIC,Melanoma,ISIC_0033977.jpg,476,2.1701,0.0179,0.4635,3,3294.4631,177329433.1374,93.6048,0.7373
661,ISIC,Melanoma,ISIC_0033981.jpg,356,2.1876,0.0206,0.4573,2,3011.9352,431252629.3213,93.7384,0.8357
662,ISIC,Melanoma,ISIC_0033985.jpg,344,1.431,0.0207,0.7044,3,3347.2706,276575048.4351,92.9762,0.9601
663,ISIC,Melanoma,ISIC_0033986.jpg,324,1.3006,0.0166,0.7698,3,3058.3244,386925608.5093,88.1484,0.9497
664,ISIC,Melanoma,ISIC_0034002.jpg,420,2.1546,0.0207,0.4665,3,3343.5161,247814056.5559,98.4966,0.7576
665,ISIC,Melanoma,ISIC_0034006.jpg,478,1.3707,0.013,0.7307,3,2664.3487,140143510.649,86.882,0.9147
666,ISIC,Melanoma,ISIC_0034012.jpg,452,2.6303,0.0193,0.3807,1,3253.522,816763396.5461,91.0881,0.7178
667,ISIC,Melanoma,ISIC_0034028.jpg,404,1.4869,0.0164,0.6754,2,3249.8597,122422713.946,95.4436,0.9063
668,ISIC,Melanoma,ISIC_0034046.jpg,444,2.3399,0.0185,0.4304,2,3270.0946,172221950.972,85.5466,0.8564
669,ISIC,Melanoma,ISIC_0034050.jpg,388,1.3552,0.0139,0.7381,2,2901.4473,214588487.2582,91.9651,0.9418
670,ISIC,Melanoma,ISIC_0034068.jpg,382,1.6574,0.0173,0.6046,2,3044.9228,672256374.593,89.5533,0.7935
671,ISIC,Melanoma,ISIC_0034071.jpg,392,2.0843,0.0215,0.4844,2,3439.5247,234385470.3643,86.3228,0.7757
672,ISIC,Melanoma,ISIC_0034076.jpg,348,1.9916,0.0209,0.5043,2,3499.8822,791882515.9458,87.3583,0.7984
673,ISIC,Melanoma,ISIC_0034085.jpg,446,1.4964,0.0156,0.675,2,3078.6912,467240147.2696,85.9914,0.9142
674,ISIC,Melanoma,ISIC_0034092.jpg,328,1.8486,0.0223,0.5413,2,3348.5535,283896632.2796,89.0634,0.795
675,ISIC,Melanoma,ISIC_0034094.jpg,466,1.4209,0.0125,0.7038,2,3522.0952,138806958.1664,89.5743,0.9025
676,ISIC,Melanoma,ISIC_0034100.jpg,342,1.9585,0.0248,0.5166,2,3035.0962,886958399.4849,80.1011,0.7839
677,ISIC,Melanoma,ISIC_0034104.jpg,342,1.3424,0.0153,0.749,2,3261.4046,124221762.7497,97.9032,0.9351
678,ISIC,Melanoma,ISIC_0034106.jpg,362,1.2051,0.0135,0.8315,3,3269.945,145843012.7839,98.4413,0.9634
679,ISIC,Melanoma,ISIC_0034140.jpg,446,2.7446,0.0224,0.3661,2,3325.5718,589537113.5687,91.3193,0.7706
680,ISIC,Melanoma,ISIC_0034141.jpg,466,2.1014,0.0183,0.4767,2,3267.2719,424531139.673,98.4577,0.8485
681,ISIC,Melanoma,ISIC_0034145.jpg,404,1.5505,0.0157,0.6451,3,2723.7634,302077880.5638,93.287,0.8863
682,ISIC,Melanoma,ISIC_0034159.jpg,396,1.2652,0.0131,0.7939,1,3293.326,340562388.8236,97.7438,0.9306
683,ISIC,Melanoma,ISIC_0034162.jpg,238,1.5173,0.0266,0.6706,2,3128.3897,1414640800.7285,94.8928,0.889
684,ISIC,Melanoma,ISIC_0034170.jpg,556,2.0151,0.0144,0.4981,2,3277.4472,159413818.4703,89.6678,0.8578
685,ISIC,Melanoma,ISIC_0034180.jpg,354,2.3934,0.024,0.4206,2,3035.896,635291404.9527,83.6996,0.7922
686,ISIC,Melanoma,ISIC_0034183.jpg,354,1.2669,0.0148,0.791,3,3273.0285,133810195.9166,94.1068,0.9468
687,ISIC,Melanoma,ISIC_0034202.jpg,432,1.3793,0.0128,0.7305,3,3379.4679,87730010.7763,93.3894,0.9582
688,ISIC,Melanoma,ISIC_0034218.jpg,344,2.2554,0.025,0.4454,3,3325.8574,564851852.9311,93.7511,0.7854
689,ISIC,Melanoma,ISIC_0034236.jpg,464,1.5168,0.0147,0.6652,2,3047.8547,272144208.1149,96.033,0.9188
690,ISIC,Melanoma,ISIC_0034239.jpg,418,1.254,0.0116,0.8031,2,3133.752,83814468.6592,96.3717,0.941
691,ISIC,Melanoma,ISIC_0034243.jpg,454,1.2604,0.0113,0.7984,2,2869.7918,151489251.783,96.4574,0.9514
692,ISIC,Melanoma,ISIC_0034253.jpg,442,1.3776,0.0125,0.7317,2,3147.0367,115837270.8261,92.0145,0.9394
693,ISIC,Melanoma,ISIC_0034256.jpg,366,2.7471,0.0275,0.3675,2,3309.8294,845754028.7601,90.127,0.7271
694,ISIC,Melanoma,ISIC_0034263.jpg,484,2.4637,0.019,0.4069,3,3316.1753,315867074.6569,92.9559,0.7611
695,ISIC,Melanoma,ISIC_0034284.jpg,366,2.0183,0.0203,0.5,2,3328.9152,430978863.6641,90.7314,0.7702
696,ISIC,Melanoma,ISIC_0034287.jpg,320,1.1974,0.0147,0.8392,3,3180.5702,163300769.4392,96.8227,0.9508
697,ISIC,Melanoma,ISIC_0034294.jpg,498,1.4242,0.0113,0.7029,2,3172.7044,56001748.4152,93.4013,0.9556
698,ISIC,Melanoma,ISIC_0034313.jpg,444,1.6809,0.0139,0.5967,2,2874.1278,223948270.0306,94.1552,0.9308
699,ISIC,Melanoma,ISIC_0034316.jpg,362,1.901,0.0204,0.527,2,3207.2794,231642367.234,92.0586,0.8642
700,ISIC,Nevus,ISIC_0024314.jpg,182,1.46,0.0355,0.6888,2,3365.5751,4368140404.5312,88.7974,0.8849
701,ISIC,Nevus,ISIC_0024319.jpg,296,1.2556,0.0171,0.8053,4,3333.912,217467863.8646,97.2218,0.9541
702,ISIC,Nevus,ISIC_0024321.jpg,340,1.7493,0.0184,0.5728,1,3481.965,1013379187.751,90.4254,0.8962
703,ISIC,Nevus,ISIC_0024322.jpg,282,1.4011,0.021,0.7187,1,3186.2319,1256707730.363,97.0884,0.926
704,ISIC,Nevus,ISIC_0024326.jpg,190,1.1541,0.0253,0.8732,2,3636.4056,599717089.1207,97.0528,0.9716
705,ISIC,Nevus,ISIC_0024327.jpg,338,1.2495,0.0146,0.8064,2,3505.1232,271769059.5124,94.5459,0.939
706,ISIC,Nevus,ISIC_0024335.jpg,154,1.1496,0.0304,0.8867,2,3542.6325,1898625524.0817,90.9815,0.972
707,ISIC,Nevus,ISIC_0024339.jpg,264,1.2792,0.0233,0.7916,3,3528.7285,627194343.3479,95.9299,0.979
708,ISIC,Nevus,ISIC_0024340.jpg,314,1.4256,0.019,0.7093,2,2906.4237,854274259.2981,82.0696,0.8803
709,ISIC,Nevus,ISIC_0024341.jpg,324,1.2448,0.0169,0.8096,2,3459.6769,332145070.1514,89.988,0.9566
710,ISIC,Nevus,ISIC_0024342.jpg,370,1.6898,0.016,0.593,1,3758.2575,649682898.5645,93.963,0.9092
711,ISIC,Nevus,ISIC_0024344.jpg,166,1.2731,0.0321,0.792,2,3261.7968,3800144627.5754,93.5176,0.9305
712,ISIC,Nevus,ISIC_0024346.jpg,292,1.5594,0.0216,0.6461,1,4221.8784,2140151555.267,97.0943,0.9063
713,ISIC,Nevus,ISIC_0024347.jpg,264,1.1557,0.0176,0.8726,3,3640.1974,153925800.0479,93.0459,0.9751
714,ISIC,Nevus,ISIC_0024350.jpg,222,1.1638,0.0208,0.8617,2,3453.6689,1539295459.5552,97.3201,0.9746
715,ISIC,Nevus,ISIC_0024353.jpg,300,1.274,0.0196,0.7938,2,3719.9113,614558449.9169,97.3415,0.9728
716,ISIC,Nevus,ISIC_0024355.jpg,246,1.2588,0.0218,0.7995,3,3182.8422,467388382.0254,88.4192,0.9162
717,ISIC,Nevus,ISIC_0024364.jpg,220,1.1893,0.022,0.8432,2,3502.4126,897671983.1948,90.0329,0.955
718,ISIC,Nevus,ISIC_0024366.jpg,258,1.1771,0.0197,0.8588,2,3459.813,1556307247.9782,88.5215,0.956
719,ISIC,Nevus,ISIC_0024368.jpg,368,1.2671,0.0137,0.7903,2,3278.3224,169670777.6473,94.8839,0.9504
720,ISIC,Nevus,ISIC_0024373.jpg,284,1.4225,0.0235,0.7133,2,3910.3259,1509647644.4072,93.0962,0.9308
721,ISIC,Nevus,ISIC_0024376.jpg,238,1.2472,0.0215,0.8151,1,3429.7933,1531012185.3823,93.8929,0.9067
722,ISIC,Nevus,ISIC_0024377.jpg,190,1.2555,0.028,0.807,2,2994.4313,2325459729.7502,92.961,0.9036
723,ISIC,Nevus,ISIC_0024379.jpg,270,1.331,0.0192,0.7594,2,4042.8122,4727996090.6461,96.8692,0.9367
724,ISIC,Nevus,ISIC_0024393.jpg,202,1.1977,0.026,0.8526,3,3713.1043,521296509.2918,91.8639,0.9722
725,ISIC,Nevus,ISIC_0024398.jpg,204,1.3102,0.0278,0.7659,2,3661.3444,1640435672.0199,93.0962,0.9319
726,ISIC,Nevus,ISIC_0024399.jpg,308,1.2929,0.0172,0.779,2,2877.0697,315511293.1072,98.0546,0.9541
727,ISIC,Nevus,ISIC_0024404.jpg,184,1.2414,0.0298,0.8104,2,3913.159,1722029400.9713,95.1795,0.9422
728,ISIC,Nevus,ISIC_0024405.jpg,248,1.2332,0.0221,0.8201,2,3445.2716,1292359535.8155,89.1577,0.9577
729,ISIC,Nevus,ISIC_0024406.jpg,218,1.2585,0.0228,0.8008,2,2719.6153,1180773406.8109,94.8567,0.9392
730,ISIC,Nevus,ISIC_0024407.jpg,182,1.1701,0.0257,0.8568,3,3777.4697,567076947.4536,95.3791,0.9586
731,ISIC,Nevus,ISIC_0024414.jpg,320,1.2751,0.0177,0.7933,2,4037.0042,305458064.3912,88.071,0.9223
732,ISIC,Nevus,ISIC_0024417.jpg,238,1.3161,0.0221,0.7711,2,3985.2218,831268336.102,98.1365,0.9441
733,ISIC,Nevus,ISIC_0024423.jpg,286,1.2951,0.0211,0.7843,2,3363.8393,425643217.3893,96.2566,0.9451
734,ISIC,Nevus,ISIC_0024427.jpg,408,1.6194,0.0159,0.618,1,3515.7009,682490331.2957,85.7962,0.8951
735,ISIC,Nevus,ISIC_0024428.jpg,280,1.3258,0.019,0.7617,2,3914.083,957168273.5547,95.4308,0.8958
736,ISIC,Nevus,ISIC_0024430.jpg,248,1.24,0.0204,0.813,2,3705.8518,1509801393.7112,96.6047,0.9441
737,ISIC,Nevus,ISIC_0024434.jpg,268,1.2325,0.0202,0.8139,1,2867.9385,2705603436.474,88.2785,0.9528
738,ISIC,Nevus,ISIC_0024440.jpg,352,1.7447,0.0181,0.5789,2,3488.5012,533483632.6574,98.8677,0.911
739,ISIC,Nevus,ISIC_0024442.jpg,322,1.2838,0.017,0.7793,1,3253.8815,960900653.0819,92.4693,0.9703
740,ISIC,Nevus,ISIC_0024447.jpg,212,1.2391,0.0229,0.8123,2,2717.1538,1576822565.3793,97.9049,0.9537
741,ISIC,Nevus,ISIC_0024455.jpg,218,1.2567,0.0256,0.8001,1,2840.9231,5417102784.0529,95.916,0.941
742,ISIC,Nevus,ISIC_0024456.jpg,304,1.5516,0.0211,0.6512,2,4192.7201,1002950878.3766,86.1321,0.794
743,ISIC,Nevus,ISIC_0024460.jpg,362,1.5745,0.0215,0.6374,2,3499.2743,389988726.0033,93.3583,0.9183
744,ISIC,Nevus,ISIC_0024469.jpg,462,1.4048,0.0134,0.7123,2,3454.9316,1167398474.6803,94.5469,0.9413
745,ISIC,Nevus,ISIC_0024478.jpg,238,1.3885,0.0273,0.7286,2,3520.8176,3847074720.5381,86.1696,0.9341
746,ISIC,Nevus,ISIC_0024479.jpg,264,1.2463,0.0202,0.8109,1,3257.1574,1897025523.4432,91.188,0.9504
747,ISIC,Nevus,ISIC_0024483.jpg,288,1.3346,0.0188,0.7575,2,3370.9919,520976520.6751,96.0895,0.9197
748,ISIC,Nevus,ISIC_0024486.jpg,154,1.1815,0.0339,0.8623,2,4158.8111,2685194960.0884,97.4117,0.9681
749,ISIC,Nevus,ISIC_0024487.jpg,216,1.2141,0.0242,0.8313,2,3385.0334,1479755108.8777,91.7547,0.9434
750,ISIC,Nevus,ISIC_0024491.jpg,476,4.3652,0.0248,0.2297,2,3878.1317,220891376.5039,91.5868,0.7226
751,ISIC,Nevus,ISIC_0024499.jpg,296,1.3225,0.0198,0.7638,2,3357.8084,1215926477.6401,93.6538,0.9153
752,ISIC,Nevus,ISIC_0024500.jpg,200,1.1364,0.0232,0.8954,3,3566.1068,406638674.4352,97.0212,0.9802
753,ISIC,Nevus,ISIC_0024501.jpg,316,1.291,0.0186,0.7752,3,3749.2246,334085143.5781,87.7992,0.9434
754,ISIC,Nevus,ISIC_0024502.jpg,232,1.1715,0.0211,0.8681,2,3998.7136,952416875.0602,93.8029,0.9687
755,ISIC,Nevus,ISIC_0024503.jpg,252,1.2412,0.0202,0.8141,2,3418.1685,3245454374.5587,99.2092,0.9594
756,ISIC,Nevus,ISIC_0024506.jpg,238,1.1803,0.0206,0.8577,2,3391.223,1010466394.4279,93.1156,0.9714
757,ISIC,Nevus,ISIC_0024509.jpg,410,1.6198,0.0197,0.6222,2,3474.2557,1255767384.5675,94.4566,0.9355
758,ISIC,Nevus,ISIC_0024510.jpg,398,1.3906,0.0139,0.7234,2,3482.9217,207858216.4245,95.2722,0.9477
759,ISIC,Nevus,ISIC_0024519.jpg,164,1.2411,0.0302,0.807,2,3522.5999,1765320974.8847,91.9166,0.9423
760,ISIC,Nevus,ISIC_0024521.jpg,270,1.3382,0.0211,0.7571,2,2874.1028,824448860.7049,91.8888,0.9288
761,ISIC,Nevus,ISIC_0024524.jpg,166,1.2571,0.0305,0.803,2,3636.2799,429457489.8261,93.8975,0.9255
762,ISIC,Nevus,ISIC_0024526.jpg,322,1.3876,0.0199,0.7219,2,3272.3606,122065117.8646,91.3067,0.8715
763,ISIC,Nevus,ISIC_0024528.jpg,268,2.1014,0.0247,0.4811,1,3623.7446,2512557677.3176,92.6958,0.9156
764,ISIC,Nevus,ISIC_0024530.jpg,262,1.3552,0.0236,0.7484,1,3896.5771,2595724652.923,94.0778,0.9263
765,ISIC,Nevus,ISIC_0024531.jpg,280,1.2857,0.0196,0.781,2,3296.3991,326452447.1867,91.8787,0.9581
766,ISIC,Nevus,ISIC_0024532.jpg,252,1.3273,0.0219,0.7549,1,4015.9486,2498273877.9843,91.5886,0.8998
767,ISIC,Nevus,ISIC_0024533.jpg,228,1.2162,0.0226,0.8314,2,3500.5815,1157882370.0761,98.0499,0.9636
768,ISIC,Nevus,ISIC_0024536.jpg,262,1.5066,0.0241,0.6653,2,3604.5591,1011755232.8399,85.9919,0.8905
769,ISIC,Nevus,ISIC_0024540.jpg,236,1.244,0.0235,0.8168,3,3403.6494,254492270.0469,94.5976,0.9574
770,ISIC,Nevus,ISIC_0024544.jpg,452,1.3334,0.0114,0.7518,1,3277.6608,275657996.6313,99.0141,0.9449
771,ISIC,Nevus,ISIC_0024548.jpg,192,1.2187,0.028,0.8388,1,3474.9554,2941706151.0323,95.7096,0.9571
772,ISIC,Nevus,ISIC_0024549.jpg,316,1.5297,0.0221,0.658,2,3325.312,1132950499.1133,94.7947,0.9152
773,ISIC,Nevus,ISIC_0024556.jpg,202,1.3873,0.028,0.7212,1,3191.8725,3437162184.7913,94.6907,0.9297
774,ISIC,Nevus,ISIC_0024561.jpg,184,1.1533,0.0252,0.8749,3,2913.4748,2090216747.4005,95.5439,0.9765
775,ISIC,Nevus,ISIC_0024563.jpg,348,1.2086,0.0138,0.8278,2,3538.6527,317969766.2002,98.1899,0.9568
776,ISIC,Nevus,ISIC_0024567.jpg,256,1.3009,0.0211,0.7702,2,3043.5822,608330383.3899,93.715,0.8757
777,ISIC,Nevus,ISIC_0024568.jpg,242,1.1751,0.0206,0.8636,2,3360.431,697413160.6483,95.0621,0.9633
778,ISIC,Nevus,ISIC_0024569.jpg,322,1.9029,0.0233,0.5272,2,3512.0458,574633498.8256,80.2522,0.6362
779,ISIC,Nevus,ISIC_0024570.jpg,410,1.8942,0.0174,0.5294,1,3368.3851,1300174853.1636,96.8816,0.8238
780,ISIC,Nevus,ISIC_0024574.jpg,230,1.1854,0.0202,0.8458,1,3258.9445,2866677829.546,99.1337,0.9574
781,ISIC,Nevus,ISIC_0024576.jpg,262,1.3965,0.0262,0.7246,2,3745.6395,959764126.2291,89.6453,0.9556
782,ISIC,Nevus,ISIC_0024577.jpg,234,1.2897,0.0258,0.7776,4,3349.0352,460098083.9817,93.8227,0.9531
783,ISIC,Nevus,ISIC_0024578.jpg,254,1.205,0.0187,0.8407,1,2978.8019,2050870420.2554,97.6515,0.9678
784,ISIC,Nevus,ISIC_0024580.jpg,258,1.2689,0.0224,0.7899,3,3862.6665,391149120.5015,82.9144,0.9332
785,ISIC,Nevus,ISIC_0024583.jpg,414,1.3936,0.0148,0.7214,2,3477.2856,136841773.4533,89.9297,0.9507
786,ISIC,Nevus,ISIC_0024584.jpg,294,1.7285,0.0235,0.581,2,3608.7541,513326051.4712,92.5301,0.889
787,ISIC,Nevus,ISIC_0024585.jpg,360,1.4323,0.0169,0.7022,2,3899.4147,356623363.4531,79.5724,0.879
788,ISIC,Nevus,ISIC_0024589.jpg,330,1.4275,0.0169,0.7072,2,3495.4551,371061709.2146,96.7498,0.8962
789,ISIC,Nevus,ISIC_0024594.jpg,178,1.2401,0.029,0.8167,3,3243.6456,4569002380.7937,94.4317,0.9636
790,ISIC,Nevus,ISIC_0024596.jpg,282,1.4921,0.0213,0.6727,3,4124.8675,388619435.6555,92.3327,0.8846
791,ISIC,Nevus,ISIC_0024597.jpg,242,1.1674,0.0206,0.861,2,2184.1905,2895476659.4999,95.1991,0.9548
792,ISIC,Nevus,ISIC_0024598.jpg,190,1.181,0.0254,0.8641,3,3681.2826,366667724.8492,93.6095,0.9352
793,ISIC,Nevus,ISIC_0024601.jpg,304,1.3772,0.0205,0.7271,2,3361.7004,742330004.8466,97.071,0.9454
794,ISIC,Nevus,ISIC_0024606.jpg,400,1.4937,0.0138,0.67,1,2318.1141,305469448.0355,98.4225,0.9404
795,ISIC,Nevus,ISIC_0024607.jpg,294,1.2602,0.0175,0.8017,2,3319.6915,805897293.2446,94.5295,0.917
796,ISIC,Nevus,ISIC_0024609.jpg,460,1.4537,0.0127,0.689,1,4061.2478,598074620.4294,95.3878,0.9084
797,ISIC,Nevus,ISIC_0024613.jpg,132,1.1999,0.0377,0.8493,2,3627.1294,6798749014.8257,90.5285,0.9255
798,ISIC,Nevus,ISIC_0024614.jpg,326,1.3235,0.0169,0.7588,2,3387.4768,979386385.8994,95.3528,0.9576
799,ISIC,Nevus,ISIC_0024615.jpg,102,1.1443,0.0455,0.8859,4,3321.4307,4995101420.7508,94.1977,0.9547
800,ISIC,Nevus,ISIC_0024619.jpg,508,1.9028,0.0148,0.528,1,3697.3856,964733152.0461,86.6333,0.8767
801,ISIC,Nevus,ISIC_0024622.jpg,314,1.3541,0.019,0.7466,2,3403.2049,883537187.2871,87.8362,0.919
802,ISIC,Nevus,ISIC_0024625.jpg,364,1.2314,0.0148,0.8124,3,3441.3954,210825400.9931,91.4299,0.9657
803,ISIC,Nevus,ISIC_0024631.jpg,254,1.3189,0.0219,0.7633,2,4149.6135,925400008.2314,97.773,0.9317
804,ISIC,Nevus,ISIC_0024638.jpg,298,1.2782,0.0183,0.7885,2,3399.0488,567703433.8404,92.7915,0.9181
805,ISIC,Nevus,ISIC_0024639.jpg,294,1.2457,0.0179,0.8125,2,3395.1618,284511579.1699,88.7539,0.9468
806,ISIC,Nevus,ISIC_0024641.jpg,228,1.258,0.0246,0.7992,2,3120.2626,776610309.9999,95.6352,0.9466
807,ISIC,Nevus,ISIC_0024642.jpg,116,1.1704,0.0433,0.8555,3,3653.4651,3862681492.8859,93.8079,0.9691
808,ISIC,Nevus,ISIC_0024649.jpg,198,1.1841,0.0252,0.862,2,3473.5914,5092780668.2052,96.3772,0.9726
809,ISIC,Nevus,ISIC_0024651.jpg,326,1.3122,0.0161,0.7691,1,3337.1157,785634602.2867,95.669,0.9534
810,ISIC,Nevus,ISIC_0024653.jpg,258,1.1858,0.0189,0.8469,3,3351.3971,59199826.0323,94.1367,0.957
811,ISIC,Nevus,ISIC_0024655.jpg,366,1.745,0.0175,0.5741,1,3802.3679,711131044.2405,96.6831,0.8832
812,ISIC,Nevus,ISIC_0024656.jpg,370,1.3973,0.0155,0.7216,1,4022.4753,933617207.4683,95.1107,0.9481
813,ISIC,Nevus,ISIC_0024657.jpg,262,1.2289,0.0185,0.8208,2,3083.0711,689537576.9522,95.8949,0.9491
814,ISIC,Nevus,ISIC_0024660.jpg,232,1.303,0.0246,0.781,2,3642.4461,1819916418.1259,87.1887,0.9288
815,ISIC,Nevus,ISIC_0024661.jpg,356,1.3432,0.015,0.7459,2,3892.4749,313811986.3272,98.4134,0.8722
816,ISIC,Nevus,ISIC_0024663.jpg,158,1.1594,0.0307,0.8732,2,2880.4402,11481636866.3153,89.2218,0.9742
817,ISIC,Nevus,ISIC_0024667.jpg,278,1.2327,0.019,0.8119,2,3396.4016,525481660.3855,92.8513,0.9631
818,ISIC,Nevus,ISIC_0024668.jpg,198,1.3391,0.0305,0.7592,3,3591.3981,274877124.8436,85.1658,0.9058
819,ISIC,Nevus,ISIC_0024670.jpg,230,1.2956,0.0254,0.7844,2,3999.0929,1747680985.0524,91.0977,0.9372
820,ISIC,Nevus,ISIC_0024671.jpg,208,1.153,0.0229,0.8807,2,3432.512,1515084570.2747,89.6823,0.971
821,ISIC,Nevus,ISIC_0024678.jpg,234,1.2064,0.0221,0.8341,2,3389.3413,947404660.1404,92.3989,0.9809
822,ISIC,Nevus,ISIC_0024685.jpg,402,1.4293,0.0164,0.7026,2,4089.0005,423688834.0041,98.2146,0.9099
823,ISIC,Nevus,ISIC_0024686.jpg,318,1.3215,0.0184,0.7596,2,4018.2122,688309895.2055,94.8391,0.9328
824,ISIC,Nevus,ISIC_0024687.jpg,360,1.4544,0.0155,0.6937,1,3706.6192,1105161818.0267,94.5287,0.9289
825,ISIC,Nevus,ISIC_0024689.jpg,216,1.1693,0.0218,0.8584,2,3648.7333,552083674.7115,95.4002,0.9681
826,ISIC,Nevus,ISIC_0024690.jpg,546,2.9493,0.0167,0.3395,1,3963.066,392538832.5958,92.5955,0.7741
827,ISIC,Nevus,ISIC_0024698.jpg,162,1.2489,0.0337,0.8051,3,3214.0486,2310267117.2115,92.834,0.942
828,ISIC,Nevus,ISIC_0024715.jpg,274,1.2839,0.0215,0.7855,3,3663.4253,843990393.258,92.1365,0.9652
829,ISIC,Nevus,ISIC_0024717.jpg,510,2.221,0.0159,0.4521,1,3907.4336,992406749.7731,95.629,0.8928
830,ISIC,Nevus,ISIC_0024719.jpg,298,1.2713,0.0164,0.7891,2,3425.2378,495902769.2955,97.5961,0.9462
831,ISIC,Nevus,ISIC_0024725.jpg,276,1.2007,0.0181,0.8332,2,3200.9385,1033564119.6984,95.6159,0.9738
832,ISIC,Nevus,ISIC_0024728.jpg,286,1.2601,0.0182,0.8016,1,3918.8563,1501033429.7961,93.7574,0.9233
833,ISIC,Nevus,ISIC_0024731.jpg,242,1.6357,0.0254,0.6208,2,3340.2128,848418945.6873,95.8825,0.8804
834,ISIC,Nevus,ISIC_0024734.jpg,228,1.2297,0.0238,0.8159,3,2994.0795,424026634.5065,97.2274,0.9434
835,ISIC,Nevus,ISIC_0024736.jpg,354,1.3019,0.0146,0.7739,2,3357.4255,414962524.4346,94.803,0.9445
836,ISIC,Nevus,ISIC_0024738.jpg,274,1.2782,0.0195,0.7841,2,3518.0073,778028681.0196,92.8242,0.9116
837,ISIC,Nevus,ISIC_0024742.jpg,188,1.3324,0.0277,0.752,2,3263.6174,1053559233.083,94.2927,0.9076
838,ISIC,Nevus,ISIC_0024744.jpg,308,1.2836,0.0183,0.7798,1,3482.1771,1661443072.3751,90.946,0.9318
839,ISIC,Nevus,ISIC_0024753.jpg,244,1.2352,0.0215,0.8221,2,3356.5956,3909925360.4298,96.546,0.9755
840,ISIC,Nevus,ISIC_0024755.jpg,310,1.4727,0.021,0.6828,2,4015.5235,988544132.0451,86.627,0.8642
